Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I'm so angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I have been so mad lately	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm pissed off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm pissed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm peeved	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm mad	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm losing my temper	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm livid	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm just ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm just exasperated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so angry right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am furious	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so angry right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am pissed off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am pissed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am peeved	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am mad	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am livid	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am just ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I sure am ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am heated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so irritated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am feeling ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am feeling kind of mad	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am feeling cross	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am feeling angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am enraged	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am blowing my top	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am annoyed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am infuriated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so pissed off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so peeved right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I flipped my lid	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I feel pissed off lately	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I couldn't be more angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I can't stop being angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am vexed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am up in arms	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so annoyed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so pissed off right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so annoyed right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so peeved today	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so peeved right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so peeved	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so outraged right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so outraged	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so mad right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so mad	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so irritated right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I just blew a gasket	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am steaming mad	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me livid	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so irate	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm seeing red right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This makes me so angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news pissed  me off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me vexed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me up in arms	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me pissed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This made me blow a gasket	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me mad	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm outraged	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me irritated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me infuriated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me exasperated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me annoyed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news is infuriating	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news is an outrage	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news enraged me	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so outraged right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me peeved	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me irate	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me incensed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so infuriated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm feeling incensed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so incensed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm incensed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am incensed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so furious	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me furious	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This makes me so irate	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This news left me outraged	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am outraged	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm going to rage	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm raging right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am about to rage	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm about to rage	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I just lost my temper	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I am so irate	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This makes me lost my temper	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm about to lose my temper	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This is vexing	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so irate	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've lost my temper	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so furious in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so furious	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so enraged in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so enraged	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so cross	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so annoyed in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so annoyed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so angry in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This made me blow my top	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been angrier	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so livid	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've completely lost my temper	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm vexed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm up in arms	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so pissed off right now	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so pissed off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so peeved today	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so incensed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been madder	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so pissed off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This is maddening	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This is irritating	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This is infuriating	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This is exasperating	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
This is annoying	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
The news made me angry	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so vexed in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so vexed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so infuriated	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so ticked off	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so infuriated in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so pissed in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so pissed	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so peeved in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so peeved	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so outraged in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so outraged	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so mad in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so livid in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I'm so peeved	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
I've never been so ticked off in all my life	Sorry to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	264
Hold my calls	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Can you hang on?	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Can't wait to talk more when I return	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Don't worry bot I'll be back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Don't you fret, I'll be coming back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Don't you worry, I'll be back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Await my return	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Hang on	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Calm down, I'll be back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Hold on a sec	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I shall return	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I will be back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I will be back a bit later	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I will return in a bit	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I will return shortly	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Gotta go, be back later	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Be back shortly	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Back in a couple of minutes	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Back in a flash	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Back in a minute	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Back in just a few moments	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Back in just a second	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Be back a little later	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Can you hang on a minute?	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Be back in just a bit	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Calm down, I'll be back shortly	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Be back soon	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Be right back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
BRB	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
BRB BB	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
BRB bot	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back after work	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Be back in a dash	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Obviously I'll be back soon	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll come back in a bit	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll come back to you in a bit	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll swing back around later	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'm coming right back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
L8R	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be right back dear	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Let's shoot the breeze when I return	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be right back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
See ya shortly	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
See you shortly	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
talk to you soon	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
We can keep chatting after I get back home	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
We can keep chopping it up later	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
We can keep talking after I get back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
Let's pick up this conversation when I get back	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back next week	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
You silly bot, I'll be back later	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back at midnight	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back before you know it	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back bot	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back in a flash	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back in the morning	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll BRB	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back later	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back after my shift	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back shortly	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back soon	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back this afternoon	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back this evening	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back tomorrow	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back tonight	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I'll be back in two shakes of a lamb's tail	I'll be here.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	265
I was so bored my eyes glazed over	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
Bored ZZZ	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm so bored right now	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm so bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm quite bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm not having very much fun right now	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm not having very much fun	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm not having fun	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm freaking bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm bored to death	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm bored stiff	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm bored out of my mind	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm very bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm bored AF	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
It's been a boring week	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I could die from boredom	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I can't think of anything I want to do	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I can't help it. I'm bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I can't help but be bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I am so bored right now	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I am so bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I am bored at work	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I am bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I am always bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I always seem to be bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
Help! I'm bored.	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
God, I am so bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm bored as hell	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
There's nothing to do	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring Wednesday	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring Tuesday	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring Thursday	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring Sunday	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring Saturday	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring night	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring morning	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring Monday	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring Friday	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring day	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a boring afternoon	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm super bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
Today has been boring	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
What a dull day	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
So bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
My day's been so boring	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
My day has been so dull	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
Mondays are so boring	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
Jeez I am so bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I've never been so bored in my life	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I've never been so bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I've been feeling pretty bored	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I've been bored all day	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
It's just been a bit of a dull day	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
